"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.84455078289266e-40,0.40294498535028,0.548,0.272,2.99499710618281e-36,"1","TRAJ10"
1.85185424014783e-40,0.422815403001464,0.96,0.848,3.00685572972803e-36,"1","MLLT6"
1.90647240754783e-40,0.457569132217098,0.982,0.924,3.09553924813542e-36,"1","WIPF1"
2.8954999962019e-40,0.418785844572203,0.404,0.159,4.70142334383303e-36,"1","NR2F2"
3.0414134822144e-40,0.454645072321251,0.662,0.405,4.93834307107152e-36,"1","MTERF4"
3.46802715222556e-40,0.567372375813008,0.477,0.219,5.63103568706864e-36,"1","RAMP3"
3.55284899635677e-40,0.571461966967193,0.79,0.558,5.7687609153845e-36,"1","CFH"
3.77660521628393e-40,0.41634974218687,0.548,0.274,6.13207388968022e-36,"1","TRAJ31"
5.54309876762396e-40,0.405797306544465,0.886,0.698,9.00032946899103e-36,"1","ZRANB2"
5.77422178875021e-40,0.531529222937787,0.856,0.691,9.37560391839371e-36,"1","CALD1"
5.86501853700677e-40,0.373182450697618,0.528,0.247,9.52303059853789e-36,"1","SMAD3"
5.98149539563358e-40,0.491384886936449,0.791,0.56,9.71215407389025e-36,"1","PDCD4"
6.03663317486899e-40,0.454251559876481,0.871,0.692,9.80168128603478e-36,"1","PIK3CD"
8.91786152319788e-40,0.893441713021798,0.727,0.489,1.44799317552164e-35,"1","JCHAIN"
1.20700976218048e-39,0.420846803524047,0.798,0.563,1.95982175085245e-35,"1","CCND3"
1.50912604072912e-39,0.414623896125136,0.548,0.285,2.45036795233187e-35,"1","TESPA1"
1.62012488122285e-39,0.436776815737141,0.942,0.856,2.63059676964154e-35,"1","LRCH4"
1.77640291707276e-39,0.504097108669318,0.858,0.675,2.88434541645104e-35,"1","HIST1H4E"
1.94710233901038e-39,0.507169296809845,0.772,0.545,3.16151006785116e-35,"1","CD6"
2.10948614476328e-39,0.356336703024478,0.495,0.223,3.42517265325213e-35,"1","KCNA3"
2.15986739076547e-39,0.397069296497723,0.846,0.643,3.50697668238589e-35,"1","ANKRD10"
2.20733325318748e-39,0.397201369041102,0.775,0.525,3.5840470032005e-35,"1","PCM1"
2.63651376420173e-39,0.410998282603993,0.747,0.477,4.28090739893435e-35,"1","IL6ST"
3.1990074175439e-39,0.370722724759335,0.993,0.98,5.19422834386603e-35,"1","SRSF5"
3.23005366067748e-39,0.393704270775397,0.833,0.612,5.24463812884203e-35,"1","RBM5"
3.61852563053754e-39,0.368451954486194,0.616,0.33,5.87540006630381e-35,"1","ATP8B2"
3.6420331355039e-39,0.434094408855185,0.652,0.387,5.91356920211768e-35,"1","ICAM3"
6.37172689261425e-39,0.444384912491957,0.654,0.395,1.03457729555378e-34,"1","CD5"
8.88142476709709e-39,0.33561816882007,0.421,0.167,1.44207693943355e-34,"1","ICAM2"
9.17557305038133e-39,0.429381329067034,0.825,0.633,1.48983779619042e-34,"1","CASP8"
1.02167947511378e-38,0.324150340702926,0.407,0.157,1.65890096374225e-34,"1","TRAJ32"
1.44932396702156e-38,0.510196640258336,0.737,0.482,2.3532673252529e-34,"1","THY1"
1.61398175525903e-38,0.570958099241734,0.724,0.522,2.62062217601409e-34,"1","KLRC3"
2.07811637865109e-38,0.445075865696097,0.957,0.878,3.37423756401578e-34,"1","RAC2"
2.36649911363534e-38,0.492699638108609,0.825,0.638,3.8424846108097e-34,"1","SLC9A3R1"
2.64149758265416e-38,0.420866182765517,0.651,0.385,4.28899962495557e-34,"1","CHMP7"
2.79162806890462e-38,0.449338522434419,0.765,0.534,4.53276649548043e-34,"1","PIK3IP1"
3.03353161021867e-38,0.37475381282134,0.969,0.876,4.92554527551205e-34,"1","FNBP1"
3.49257053740923e-38,0.498152665907208,0.947,0.883,5.67088678159137e-34,"1","STK17B"
8.49305939356632e-38,0.39430792896795,0.864,0.674,1.37901805373336e-33,"1","MATR3"
1.03692523876294e-37,0.431896707500788,0.873,0.695,1.68365551017938e-33,"1","ACAP1"
1.18008814980558e-37,0.406058291036112,0.793,0.579,1.91610912883932e-33,"1","ANKRD36C"
4.48962236363789e-37,0.419132218373743,0.737,0.513,7.28979983183885e-33,"1","TTC39C"
5.10112929241436e-37,0.294991107081803,0.321,0.105,8.28270363209319e-33,"1","ADGRG5"
5.8290937096063e-37,0.391128790996837,0.725,0.469,9.46469945628776e-33,"1","TBRG1"
6.56481201900247e-37,0.544598290006622,0.485,0.237,1.06592852752543e-32,"1","PLVAP"
1.64849426805575e-36,0.375531481023606,0.623,0.357,2.67666014304211e-32,"1","C16orf54"
2.27722828549376e-36,0.395526438314146,0.639,0.376,3.69753556715622e-32,"1","CTC1"
3.30226165926814e-36,0.952097521567129,0.536,0.284,5.36188225615367e-32,"1","APOD"
3.31096096488397e-36,0.392302900718252,0.667,0.416,5.3760073186821e-32,"1","AKT3"
3.51147657838358e-36,0.343066990065525,1,0.996,5.70158452032142e-32,"1","HNRNPA2B1"
4.40186550293073e-36,0.376171133608475,0.831,0.636,7.14730901710863e-32,"1","RBM39"
6.63040674161079e-36,0.508086858915861,0.896,0.769,1.07657914263534e-31,"1","TRAC"
1.63715295786529e-35,0.51395751781969,0.762,0.578,2.65824525768586e-31,"1","GZMA"
3.64142462133633e-35,0.479407368936607,0.866,0.709,5.91258115766381e-31,"1","GIMAP5"
4.04568411827335e-35,0.397524517386133,0.72,0.464,6.56897730284043e-31,"1","RBL2"
5.60770168728586e-35,0.387721213299281,0.879,0.744,9.10522522964605e-31,"1","OGA"
9.22876089705086e-35,0.492087858903105,0.699,0.459,1.49847390685415e-30,"1","TPM2"
1.20906750384721e-34,0.275491224527053,0.272,0.08,1.96316290599672e-30,"1","ESAM"
1.31894242741627e-34,0.49624555098482,0.932,0.859,2.1415668193958e-30,"1","IRF8"
1.57990523724165e-34,0.395335815189983,0.882,0.748,2.56529213370926e-30,"1","TOMM7"
1.71831811289098e-34,0.386273949546463,0.959,0.91,2.79003311990109e-30,"1","ILF3"
2.72064410091353e-34,0.407402213603627,0.382,0.155,4.41750982665329e-30,"1","CD79A"
2.94229644981277e-34,0.334873124742803,0.449,0.202,4.777406745561e-30,"1","P2RY8"
3.27293500324316e-34,0.429386319157521,0.796,0.601,5.31426456476591e-30,"1","TRAF5"
3.66249446089413e-34,0.371771450480643,0.899,0.733,5.9467922561538e-30,"1","PFDN5"
3.67785072592299e-34,0.354959283368076,0.575,0.31,5.97172622368117e-30,"1","PLCG1"
4.05753892508987e-34,0.380079441809968,0.866,0.693,6.58822595266842e-30,"1","BCLAF1"
5.4233156774002e-34,0.360804434307158,0.68,0.418,8.8058376653947e-30,"1","BIN1"
5.96797875946313e-34,0.339448797159749,0.97,0.919,9.69020711174029e-30,"1","H1FX"
8.84538778863594e-34,0.377646080997289,0.545,0.292,1.43622561524082e-29,"1","PTGDR"
1.26191628612626e-33,0.389631807296257,0.75,0.524,2.04897347378321e-29,"1","ELOVL5"
1.93427726062939e-33,0.388269848339014,0.72,0.48,3.14068598808393e-29,"1","ZMYM2"
2.02823982964635e-33,0.378322547391716,0.974,0.913,3.29325301139678e-29,"1","SRSF1"
2.12698449350274e-33,0.357601503083426,0.363,0.142,3.4535847221004e-29,"1","PLD4"
2.27290194045405e-33,0.399211551342811,0.528,0.282,3.69051088071525e-29,"1","CD93"
2.71135851210515e-33,0.365639923106178,0.727,0.506,4.40243281610513e-29,"1","FNBP4"
4.39923090713224e-33,0.439859334979476,0.884,0.763,7.14303122391061e-29,"1","FXYD5"
4.87852615108431e-33,0.374978931368369,0.724,0.487,7.9212629115156e-29,"1","CCDC69"
5.1453244831352e-33,0.341092325065766,0.568,0.314,8.35446336326662e-29,"1","MGAT5"
5.80911976544276e-33,0.358360944080634,0.685,0.43,9.43226776314941e-29,"1","PRPF38B"
6.00279386660619e-33,0.365879784139429,0.843,0.639,9.74673640120846e-29,"1","SF1"
7.74704101053414e-33,0.433362151324376,0.767,0.556,1.25788704888043e-28,"1","CD3E"
8.05208815738499e-33,0.285817189335644,0.252,0.072,1.3074175541146e-28,"1","ABCA8"
2.28512917266324e-32,0.400114618743632,1,0.998,3.71036423765331e-28,"1","IFITM3"
2.58674673844503e-32,0.274216896941422,1,1,4.2001006792132e-28,"1","ACTB"
2.92805508074284e-32,0.345335962370292,0.652,0.393,4.75428303460215e-28,"1","SNRPA"
3.77936979720205e-32,0.359651211327276,0.8,0.579,6.13656273971697e-28,"1","SH3KBP1"
4.18821926298018e-32,0.367976581667553,0.515,0.268,6.80041161730091e-28,"1","TCF4"
4.2844765558455e-32,0.36889468154784,0.702,0.472,6.95670458372634e-28,"1","RCAN3"
4.37960541757896e-32,0.352561687066694,0.687,0.434,7.11116531652295e-28,"1","TUBGCP6"
4.7396769984892e-32,0.391986509570356,0.916,0.828,7.69581354244692e-28,"1","CDC42SE2"
4.88187973786823e-32,0.332225243293835,0.935,0.846,7.92670813037665e-28,"1","BRD2"
5.16800362048007e-32,0.367950285586535,0.748,0.523,8.39128747857349e-28,"1","JAK1"
5.43161227441722e-32,0.317246034211783,0.361,0.145,8.81930884997125e-28,"1","PARM1"
5.49265627897754e-32,0.309920303122097,0.409,0.181,8.91842600017582e-28,"1","TRAJ4"
6.04185114887758e-32,0.336659136966409,0.52,0.266,9.81015371043253e-28,"1","SPTBN1"
6.45296668952505e-32,0.365254567026535,0.823,0.617,1.04776820137818e-27,"1","H2AFV"
7.38738214289334e-32,0.340133579630303,0.507,0.265,1.19948923854159e-27,"1","TRAJ17"
8.25444933951794e-32,0.341435190930989,0.942,0.854,1.34027493925753e-27,"1","EEF1B2"
1.10269288934435e-31,0.459750809270568,0.816,0.655,1.79044244442842e-27,"1","WDFY4"
1.31702107198351e-31,0.442339346029791,0.733,0.529,2.13844711457963e-27,"1","ZNF101"
1.34563879518898e-31,0.366762030798383,0.72,0.5,2.18491371174834e-27,"1","RNF216"
1.37620021324837e-31,0.386723786450247,0.806,0.616,2.23453628625137e-27,"1","CELF2"
1.52706270082723e-31,0.343835151488785,0.515,0.269,2.47949170733317e-27,"1","TRAJ5"
1.55796434274581e-31,0.418158936922211,0.823,0.646,2.52966670331638e-27,"1","HIST2H2AB"
1.62871458088557e-31,0.251082061725364,0.295,0.1,2.64454386498391e-27,"1","RAB37"
1.71573083785784e-31,0.310276731890034,0.411,0.183,2.78583216142977e-27,"1","TRAJ3"
1.7237443896034e-31,0.372702494886231,0.897,0.805,2.79884376539904e-27,"1","HNRNPU"
1.84075403298289e-31,0.394893048202265,0.7,0.471,2.98883232335433e-27,"1","CTSW"
1.88975558496001e-31,0.338718887713485,0.911,0.774,3.06839614329957e-27,"1","TRA2A"
2.17876630131557e-31,0.369795915360812,0.659,0.414,3.53766284344609e-27,"1","SLC44A2"
3.05668747143267e-31,0.361968509857725,0.586,0.345,4.96314344736523e-27,"1","DYRK2"
3.4314058142884e-31,0.301435049967378,0.439,0.201,5.57157362066007e-27,"1","FAM117A"
3.53979812484136e-31,0.451885653339829,0.391,0.176,5.74757021530491e-27,"1","MS4A1"
8.37062665154134e-31,0.37914176032649,0.558,0.32,1.35913864941077e-26,"1","TRAJ7"
8.44371868386595e-31,0.340437688304571,0.828,0.624,1.37100660269931e-26,"1","RIN3"
8.98901843509631e-31,0.323393199790984,0.922,0.803,1.45954692330659e-26,"1","TACC1"
