"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.36559749510005e-31,0.377261677162489,0.755,0.551,1.5206920652794e-26,"1","ARHGAP30"
9.603245369618e-31,0.347788621128924,0.613,0.368,1.55927895066488e-26,"1","PARP15"
9.7197297174483e-31,0.347805326818986,0.522,0.283,1.57819251422208e-26,"1","KLRC4"
1.05921851061426e-30,0.302260515166388,0.469,0.227,1.71985309568438e-26,"1","SESN3"
1.28090946318066e-30,0.362276492307452,0.778,0.547,2.07981269536644e-26,"1","PSIP1"
1.60871823467184e-30,0.327404275491557,0.512,0.269,2.61207579763666e-26,"1","SORL1"
1.73235176686772e-30,0.448185055077256,0.781,0.635,2.81281956386312e-26,"1","IL2RB"
1.87437668290515e-30,0.330552029863717,0.978,0.896,3.04342542003309e-26,"1","SRSF11"
2.06198251385052e-30,0.363389502580931,0.801,0.603,3.3480410077391e-26,"1","SIPA1"
2.08618818203569e-30,0.327101965328979,0.916,0.781,3.38734375117135e-26,"1","CTBP1"
2.45794235932766e-30,0.356783439264395,0.641,0.407,3.99096100884032e-26,"1","CASK"
2.47375439859891e-30,0.422898440866611,0.689,0.485,4.01663501700505e-26,"1","PARP8"
2.97733597545586e-30,0.380385736594731,0.626,0.4,4.83430042334768e-26,"1","SFI1"
3.25069398615316e-30,0.306698436301091,0.356,0.145,5.27815182531688e-26,"1","LHFPL6"
3.54655901349681e-30,0.321453460294544,0.972,0.911,5.75854787021476e-26,"1","NUCKS1"
3.85900024598649e-30,0.309087295132433,0.454,0.222,6.26585869940827e-26,"1","SH2D3C"
4.2712905767713e-30,0.355985017532074,0.647,0.404,6.93529450950357e-26,"1","SNHG32"
4.32497490533717e-30,0.445097469810361,0.886,0.762,7.02246175379597e-26,"1","STK4"
5.42810877223168e-30,0.367660218299795,0.689,0.473,8.81362021347258e-26,"1","KAT6A"
6.62382918444975e-30,0.378387919137889,0.748,0.569,1.07551114467911e-25,"1","ZNF276"
7.91427528544523e-30,0.3322665600695,0.551,0.311,1.28504087809774e-25,"1","GPR65"
9.06000627197915e-30,0.333771542552425,0.927,0.796,1.47107321838125e-25,"1","NONO"
1.08857846971293e-29,0.352846802338388,0.689,0.466,1.76752486127289e-25,"1","ARHGEF6"
1.30344578482787e-29,0.304060883293347,0.435,0.207,2.11640492082501e-25,"1","TRBJ1-6"
1.3897839780155e-29,0.329920144263848,0.911,0.773,2.25659224510376e-25,"1","TMEM173"
1.51887788547837e-29,0.392516048271452,0.775,0.59,2.46620202265124e-25,"1","SPN"
1.61893630195735e-29,0.332204402177149,0.538,0.301,2.62866687348815e-25,"1","PRKCH"
1.86191373037845e-29,0.380718147245847,0.861,0.716,3.02318932401549e-25,"1","FMNL1"
2.00846608730823e-29,0.323715456824875,0.603,0.354,3.26114638596237e-25,"1","ABCA7"
2.15646958870665e-29,0.36221076435502,0.773,0.571,3.50145967118299e-25,"1","NFATC3"
2.28950940076904e-29,0.288791819339755,0.253,0.081,3.71747641402869e-25,"1","TACR1"
2.64813752972619e-29,0.351833704884452,0.656,0.427,4.29978090701641e-25,"1","VAMP2"
2.85736008330925e-29,0.313253736878749,0.382,0.164,4.63949556726923e-25,"1","LIMS2"
3.007601335387e-29,0.319012795914802,0.526,0.286,4.88344228826788e-25,"1","OFD1"
3.12051199071623e-29,0.345672016414079,0.728,0.501,5.06677531932594e-25,"1","SAP25"
3.19371745594361e-29,0.266885331435418,0.31,0.116,5.18563903321563e-25,"1","NR3C2"
3.61635573799047e-29,0.35119137367614,0.695,0.471,5.87187681177513e-25,"1","NFATC2"
3.74623129837229e-29,0.320137932326396,0.967,0.876,6.08275575916709e-25,"1","CAPNS1"
3.8473192107495e-29,0.340262663908675,0.578,0.346,6.24689220249396e-25,"1","GIMAP8"
4.75596934158563e-29,0.284817876031205,0.28,0.098,7.72226741993259e-25,"1","TBX2"
6.06717746673662e-29,0.537535348848846,0.495,0.27,9.85127605274026e-25,"1","MYL9"
6.93057802003347e-29,0.394057748828873,0.402,0.191,1.12531795311283e-24,"1","CDH5"
8.19203831509453e-29,0.382933672910966,0.518,0.301,1.3301412612219e-24,"1","TXK"
8.57949828677251e-29,0.336082126970797,0.738,0.515,1.39305313682325e-24,"1","EGLN2"
9.01147517475254e-29,0.360107075064196,0.627,0.4,1.46319322412457e-24,"1","ATM"
9.54670525716477e-29,0.360186710024165,0.364,0.155,1.55009853260584e-24,"1","MYLK"
1.0025594007165e-28,0.34858871901943,0.591,0.359,1.62785569894337e-24,"1","SNRK"
1.67892025273631e-28,0.285871777105089,0.386,0.173,2.72606281436795e-24,"1","IL18R1"
2.10822996221475e-28,0.296931861799788,0.526,0.284,3.42313298964808e-24,"1","IVD"
3.56531455748232e-28,0.39570112916945,0.664,0.457,5.78900124698405e-24,"1","CCDC50"
3.64726147739911e-28,0.302424829358988,0.57,0.328,5.92205846085294e-24,"1","RGS14"
3.69968972835638e-28,0.312744870558551,0.646,0.406,6.00718621193225e-24,"1","ATP11B"
3.8284881731051e-28,0.338655889725177,0.472,0.251,6.21631624667075e-24,"1","TRAJ28"
4.04846146765739e-28,0.332204402177149,0.666,0.432,6.5734868850353e-24,"1","EPC2"
5.30353737276732e-28,0.330709524710426,0.833,0.621,8.6113536321623e-24,"1","CAPN2"
5.58460852025503e-28,0.384908951278322,0.833,0.671,9.0677288543381e-24,"1","RHOF"
5.97145450256139e-28,0.340224597989875,0.76,0.546,9.69585067580893e-24,"1","ADD1"
6.64899128918644e-28,0.327521900919253,0.455,0.234,1.0795967156252e-23,"1","FILIP1L"
7.09584017887237e-28,0.313041225993434,0.589,0.346,1.15215156984351e-23,"1","CHD2"
7.1691859009213e-28,0.436572551155363,0.611,0.392,1.16406071473259e-23,"1","STAB1"
7.49107632536385e-28,0.399568305761191,0.72,0.537,1.21632606294933e-23,"1","PECAM1"
7.51874158637575e-28,0.332357779753092,0.712,0.483,1.22081807137983e-23,"1","GLS"
9.10788233521844e-28,0.30952192768504,0.71,0.484,1.47884685476942e-23,"1","ERCC5"
9.9416646305731e-28,0.391265049074247,0.381,0.174,1.61422808606616e-23,"1","SLC9A3R2"
1.19971236093707e-27,0.336541116643725,0.627,0.398,1.94797296045352e-23,"1","UTRN"
1.32355661088331e-27,0.289964153189206,0.394,0.181,2.14905886909123e-23,"1","CLNK"
1.36130333354888e-27,0.311752829885657,0.95,0.87,2.21034822268332e-23,"1","KHDRBS1"
1.53362934361716e-27,0.291093051443172,0.954,0.875,2.49015396523119e-23,"1","SON"
1.63984683841662e-27,0.353446292978676,0.894,0.774,2.66261931153707e-23,"1","CSK"
1.88445814377856e-27,0.383793287130328,0.679,0.477,3.05979468805325e-23,"1","SATB1"
2.15741376212433e-27,0.348859920109015,0.873,0.758,3.50299272556127e-23,"1","SYNE2"
2.22343573985352e-27,0.323889133965145,0.702,0.468,3.61019261080016e-23,"1","MYO15B"
2.25840614229859e-27,0.290099652537049,0.374,0.169,3.66697405325022e-23,"1","TRAJ40"
2.4995092743317e-27,0.336035098748537,0.813,0.619,4.05845320873238e-23,"1","FUBP1"
2.52823686061669e-27,0.416561587873216,0.957,0.901,4.10509819058333e-23,"1","JAK3"
2.60769095143813e-27,0.32369697191245,0.743,0.525,4.23410779785009e-23,"1","NPEPL1"
3.10549186961615e-27,0.314207041326763,0.278,0.1,5.04238714869575e-23,"1","BCAM"
3.18108596270055e-27,0.337132809422068,0.432,0.219,5.16512927763689e-23,"1","EOMES"
3.72223046485402e-27,0.335660429374729,0.743,0.551,6.04378560578348e-23,"1","DCK"
4.48019958254899e-27,0.265977149320547,0.358,0.155,7.27450006218479e-23,"1","TRAJ47"
4.64780821932403e-27,0.341775939748215,0.849,0.678,7.54664620571643e-23,"1","U2AF2"
4.64889052524842e-27,0.36259492632715,0.901,0.772,7.54840354584587e-23,"1","LBH"
4.65064543826514e-27,0.383693965589489,0.518,0.296,7.55125299811111e-23,"1","DNASE1L3"
4.66616664278453e-27,0.333200069050793,0.68,0.444,7.57645477788925e-23,"1","RBM25"
5.64744822283206e-27,0.305830384388808,0.876,0.711,9.16976167941242e-23,"1","PRRC2B"
5.95323197078479e-27,0.317837091490069,0.285,0.109,9.66626275096326e-23,"1","LCNL1"
8.15702525897903e-27,0.289183987794263,0.964,0.922,1.32445619130043e-22,"1","SFPQ"
8.46954534825696e-27,0.339293826963468,0.275,0.103,1.37520007819648e-22,"1","SPARCL1"
8.52503988774686e-27,0.334536378164654,0.679,0.457,1.38421072657346e-22,"1","RASGRP1"
1.06772506178005e-26,0.301674345323822,0.331,0.138,1.73366518281226e-22,"1","SLC40A1"
1.15869841081603e-26,0.258707256213544,0.361,0.158,1.88137860964198e-22,"1","RNF125"
1.39433751483216e-26,0.299997811390329,0.508,0.278,2.26398582283298e-22,"1","SDR39U1"
1.44930145652058e-26,0.311915129114495,0.563,0.337,2.35323077495247e-22,"1","CERK"
1.60199293294453e-26,0.327978513735634,0.636,0.406,2.60115592522203e-22,"1","CLK1"
2.4884562189081e-26,0.338770827124175,0.666,0.45,4.04050636264108e-22,"1","TMC6"
2.69342789465681e-26,0.308582823764106,0.601,0.366,4.37331887255426e-22,"1","SLC7A6"
3.27719112650692e-26,0.296187253465475,0.654,0.419,5.32117523210928e-22,"1","PHF1"
3.5637727409755e-26,0.330118028510653,0.745,0.55,5.78649779952192e-22,"1","SF3A1"
3.96537042916193e-26,0.387243745834194,0.416,0.212,6.43857196583022e-22,"1","TM4SF1"
4.83866533215663e-26,0.397163685664187,0.666,0.486,7.85654089982272e-22,"1","IKZF3"
5.42804656373383e-26,0.292783244376984,0.425,0.211,8.81351920553461e-22,"1","CBFA2T3"
5.82400175321316e-26,0.393494214082059,0.906,0.842,9.45643164669221e-22,"1","HIST1H4C"
6.38038994484338e-26,0.33887155415469,0.449,0.237,1.03598391534422e-21,"1","ADCY4"
6.7133748485351e-26,0.310724674766697,0.624,0.404,1.09005067415664e-21,"1","AGER"
7.54278425573906e-26,0.320678148796121,0.733,0.538,1.22472187960435e-21,"1","AIP"
7.74652827892679e-26,0.303940848706339,0.538,0.316,1.25780379664934e-21,"1","NUP160"
8.02943849131629e-26,0.261570724566171,0.437,0.218,1.30373992783503e-21,"1","TSEN54"
9.49824882826764e-26,0.308405500362124,0.598,0.368,1.54223066224582e-21,"1","TTC14"
9.70429984953735e-26,0.324941975115367,0.672,0.472,1.57568716656938e-21,"1","INPP4A"
1.06559101657154e-25,0.338403823825502,0.772,0.585,1.7302001336072e-21,"1","PSD4"
1.0670693957509e-25,0.344172296244623,0.379,0.18,1.73260057788074e-21,"1","C11orf96"
1.25806010064899e-25,0.39743251966546,0.949,0.891,2.04271218542377e-21,"1","IL2RG"
1.28852454517586e-25,0.345513926807933,0.604,0.388,2.09217730400205e-21,"1","GRAP2"
1.30715329206965e-25,0.343006962161374,0.788,0.596,2.12242480033349e-21,"1","WDR6"
1.34945599887737e-25,0.327815517691718,0.854,0.708,2.19111170537719e-21,"1","KCNAB2"
1.6634379374233e-25,0.33487700039929,0.518,0.305,2.7009241789942e-21,"1","TRAT1"
2.0357821798081e-25,0.314584311440169,0.825,0.649,3.30549952535441e-21,"1","PRMT2"
2.12136222560901e-25,0.290819275500511,0.535,0.31,3.44445584572135e-21,"1","CD226"
2.23920445040841e-25,0.301019194757066,0.679,0.455,3.63579626612813e-21,"1","DDX6"
2.34970362227035e-25,0.324157215551724,0.829,0.66,3.81521377148038e-21,"1","EML3"
2.57579455532022e-25,0.252147786206477,0.359,0.162,4.18231761947344e-21,"1","CEP85L"
2.6295083549276e-25,0.312870922495458,0.783,0.587,4.26953271589595e-21,"1","RBM6"
2.84414770052299e-25,0.327905647441236,0.76,0.586,4.61804262133918e-21,"1","CPNE1"
3.10351940406811e-25,0.300177696697082,0.457,0.244,5.03918445638539e-21,"1","LDLRAP1"
3.61815019913216e-25,0.28988163283839,0.57,0.346,5.87479047833088e-21,"1","FAM122B"
3.83981154264312e-25,0.283734333922875,0.414,0.204,6.23470200178963e-21,"1","PTP4A3"
3.9193927917395e-25,0.371342509158469,0.699,0.513,6.36391807594742e-21,"1","UGCG"
4.56280270365177e-25,0.311234333440784,0.656,0.438,7.40862274991938e-21,"1","ST6GAL1"
5.17369717375911e-25,0.341870474777141,0.752,0.551,8.40053210103267e-21,"1","BTN3A1"
5.59033540671374e-25,0.271161035542297,0.435,0.224,9.07702759988109e-21,"1","NOL4L"
5.64651784590211e-25,0.361092417242029,0.823,0.671,9.16825102639125e-21,"1","ETS1"
5.77852316979542e-25,0.311459618766742,0.632,0.417,9.38258807079683e-21,"1","SYNRG"
7.10020396674271e-25,0.309932703985605,0.692,0.493,1.15286011808001e-20,"1","APBB1IP"
7.183215505435e-25,0.292760508527383,0.598,0.366,1.16633870161748e-20,"1","MTA1"
8.00240064453525e-25,0.30787532135087,0.873,0.739,1.29934979265319e-20,"1","HMGB1"
8.57345454357533e-25,0.470765609992665,0.791,0.648,1.39207181424033e-20,"1","HIST1H2AG"
9.57350229445668e-25,0.312449093084045,0.695,0.496,1.55444956755093e-20,"1","SSH2"
9.65847299837197e-25,0.306138239131094,0.937,0.855,1.56824626074566e-20,"1","DDX3X"
1.03907078917731e-24,0.320060982383782,0.853,0.713,1.6871392403872e-20,"1","CDC25B"
1.04221234838879e-24,0.277893282299325,0.445,0.232,1.69224019007888e-20,"1","MRNIP"
1.0664312355048e-24,0.997452481201124,0.654,0.489,1.73156439708915e-20,"1","IGHM"
1.2661554150594e-24,0.380374486555797,0.541,0.32,2.05585654743194e-20,"1","F13A1"
1.27411807289036e-24,0.320631754666846,0.667,0.467,2.06878551495207e-20,"1","ORMDL1"
1.58322865544433e-24,0.34379210026577,0.671,0.483,2.57068836784496e-20,"1","LEPROTL1"
1.87508683745972e-24,0.280126834257067,0.462,0.247,3.04457849798335e-20,"1","FAM214A"
1.89471153618615e-24,0.369493667002351,0.876,0.736,3.07644312130545e-20,"1","SOD3"
1.90063434814583e-24,0.313200524347958,0.594,0.388,3.08605999108439e-20,"1","RASA3"
2.04591647835405e-24,0.277415238152719,0.445,0.236,3.32195458590347e-20,"1","S100PBP"
2.05009257639547e-24,0.360116591088394,0.371,0.177,3.32873531629332e-20,"1","SLIT3"
2.25135750658356e-24,0.266292788028017,0.366,0.173,3.65552918343973e-20,"1","TRAJ24"
2.32533726930615e-24,0.368920709868919,0.763,0.604,3.77565012417239e-20,"1","GIMAP1"
2.6128189108779e-24,0.285756578133066,0.485,0.273,4.24243406559245e-20,"1","KMT2A"
3.09086480253548e-24,0.27384845146555,0.368,0.174,5.01863717987685e-20,"1","TRAJ9"
3.57505568952247e-24,0.295597595057067,0.626,0.412,5.80481792307764e-20,"1","DOCK11"
4.4111685127455e-24,0.312449093084045,0.687,0.478,7.16241431414486e-20,"1","ANKRD44"
4.51656332870996e-24,0.327005038515362,0.742,0.575,7.33354387682637e-20,"1","AGAP2"
4.78632342704431e-24,0.292397785204357,0.578,0.361,7.77155334849184e-20,"1","STAG1"
5.84753419502954e-24,0.336709691860417,0.778,0.638,9.49464127246947e-20,"1","GIMAP4"
6.46291984689485e-24,0.351322038711865,0.841,0.7,1.04938429554032e-19,"1","PSTPIP1"
6.46925354418502e-24,0.284943217025316,1,0.999,1.05041269796932e-19,"1","DDX5"
7.21508677274874e-24,0.441004765877453,0.904,0.795,1.17151363929121e-19,"1","FSTL1"
7.42883578928122e-24,0.259951031478649,0.987,0.96,1.20622006710559e-19,"1","GNAI2"
7.55440419863529e-24,0.314710569053877,0.675,0.469,1.22660860973241e-19,"1","NIN"
7.85284881391468e-24,0.270987813572559,0.538,0.312,1.27506706191533e-19,"1","SFSWAP"
7.91866033704961e-24,0.291936774378513,0.565,0.346,1.28575287892674e-19,"1","ACSS1"
9.47493693493608e-24,0.293744115567827,0.978,0.918,1.53844551012557e-19,"1","ZFP36L1"
9.72207879582582e-24,0.333319925918835,0.796,0.614,1.57857393407824e-19,"1","PRKX"
1.01648998201343e-23,0.301394149513663,0.833,0.673,1.65047478379521e-19,"1","NAP1L4"
1.02534320588389e-23,0.286947079148436,0.873,0.745,1.66484976339368e-19,"1","CCNL1"
1.10582900722606e-23,0.34088007785542,0.712,0.538,1.79553455903296e-19,"1","GGA2"
1.10745119446682e-23,0.360543155376597,0.79,0.633,1.79816850445577e-19,"1","RASA2"
1.29806074909044e-23,0.256350768420079,0.361,0.168,2.10766123829814e-19,"1","CD40LG"
1.40304009677675e-23,0.287085727372281,0.364,0.176,2.27811620513641e-19,"1","IL33"
1.47049516896922e-23,0.320576711282218,0.586,0.376,2.38764300585532e-19,"1","ITK"
1.52642765270068e-23,0.286806726216985,0.945,0.9,2.47846057969009e-19,"1","ARL6IP4"
1.67815040537569e-23,0.332768576977206,0.631,0.416,2.72481281320851e-19,"1","ZAP70"
2.12476303138566e-23,0.307708936734886,0.72,0.528,3.4499777340609e-19,"1","PRKD2"
2.18706958940144e-23,0.287296044694951,0.682,0.46,3.55114489231112e-19,"1","ENTPD4"
2.28927278637549e-23,0.307893994770971,0.74,0.548,3.71709222323788e-19,"1","STX16"
2.38950568783065e-23,0.312437518242189,0.541,0.336,3.87984038533063e-19,"1","RAPGEF6"
2.55758323285213e-23,0.276862148075293,0.57,0.352,4.15274789518201e-19,"1","CCAR1"
2.88810105529666e-23,0.328013902097465,0.94,0.902,4.68940968348519e-19,"1","TAF15"
2.94539209850446e-23,0.309205248569496,0.442,0.243,4.7824331503417e-19,"1","TRDC"
2.97556670541403e-23,0.273621605278838,0.28,0.114,4.83142765958076e-19,"1","ECSCR"
3.48714300449477e-23,0.293495563310725,0.695,0.481,5.66207409639815e-19,"1","ZCCHC7"
3.51290478514834e-23,0.352942695743533,0.892,0.763,5.70390349964536e-19,"1","HNRNPH1"
3.6738128298722e-23,0.302857953436333,0.394,0.202,5.9651698918635e-19,"1","GNG11"
3.78871618246011e-23,0.293331510532858,0.854,0.745,6.15173846546047e-19,"1","ANKHD1"
4.10571732755662e-23,0.276208382789988,0.518,0.306,6.66645322475369e-19,"1","UNKL"
4.65787938615993e-23,0.309159672267833,0.924,0.83,7.56299875930788e-19,"1","RNASET2"
4.81510386169836e-23,0.424557767131124,0.654,0.464,7.81828414023963e-19,"1","CCR7"
5.59104643763472e-23,0.291309867124954,0.702,0.513,9.0781821007875e-19,"1","PRKCSH"
6.01298698223306e-23,0.282532177102845,0.505,0.295,9.76328696305183e-19,"1","TNRC6B"
6.45081179732444e-23,0.284606021804749,0.474,0.268,1.04741831153157e-18,"1","FYN"
7.37135229843297e-23,0.566182245114114,0.767,0.633,1.19688647269656e-18,"1","COL4A1"
7.74567898759757e-23,0.307588615790728,0.702,0.504,1.25766589721622e-18,"1","SECISBP2"
8.25459647447825e-23,0.309066179792534,0.937,0.856,1.34029882956103e-18,"1","ID2"
8.32165615451803e-23,0.256208674193148,0.409,0.21,1.35118730980909e-18,"1","HIP1"
9.001455173728e-23,0.296421061956712,0.82,0.65,1.46156627655822e-18,"1","RNF4"
9.79899468332682e-23,0.311110345394547,0.712,0.538,1.59106276673178e-18,"1","LUC7L"
1.04864072976452e-22,0.273930166430086,0.685,0.474,1.70267795291866e-18,"1","HERC4"
1.05357872519093e-22,0.313460527980201,0.702,0.502,1.71069577609252e-18,"1","ADCY7"
1.14319057115848e-22,0.269990354831969,0.911,0.773,1.85619853039003e-18,"1","CCNL2"
1.29379351603804e-22,0.289635285703333,0.682,0.474,2.10073253199096e-18,"1","ATP13A1"
1.48988451285201e-22,0.26633524228476,0.57,0.351,2.4191254835178e-18,"1","PYGO2"
1.54663882183815e-22,0.317812459380369,0.682,0.485,2.51127745501861e-18,"1","ST6GALNAC6"
1.55397081030954e-22,0.306593863594926,0.666,0.468,2.52318240469961e-18,"1","NCOR1"
1.59685400156545e-22,0.264885552733333,0.306,0.133,2.59281184234183e-18,"1","NOTCH3"
1.61743498585138e-22,0.292196820328823,0.632,0.421,2.62622918652688e-18,"1","DENND4B"
1.75885562464554e-22,0.27985064445786,0.609,0.39,2.85585387773697e-18,"1","KLHDC4"
1.82119626147287e-22,0.275769319547841,0.54,0.327,2.95707636975351e-18,"1","PCNX2"
1.86043577589507e-22,0.291271094250446,0.818,0.675,3.02078956932083e-18,"1","PAPOLA"
1.92970746536499e-22,0.25852570004871,0.449,0.245,3.13326601151314e-18,"1","KIF21B"
1.9318960625293e-22,0.304100386997868,0.685,0.482,3.13681963672882e-18,"1","SLC20A1"
2.13554841357543e-22,0.278712995412791,0.538,0.33,3.46748995912242e-18,"1","CARMIL2"
2.33996765291637e-22,0.3267383380624,0.507,0.31,3.79940547804031e-18,"1","LBR"
2.52252878004114e-22,0.311565855515015,0.791,0.612,4.0958299801528e-18,"1","CNPY3"
2.62400352272183e-22,0.260091995935082,0.407,0.211,4.26059451984344e-18,"1","C11orf21"
2.68567380441447e-22,0.29944106296769,0.7,0.504,4.36072855622778e-18,"1","KMT2E"
2.69932832678469e-22,0.2806018031094,0.805,0.624,4.38289940420029e-18,"1","RERE"
2.73506178171088e-22,0.287488599728235,0.709,0.51,4.44091981496396e-18,"1","RABGGTB"
2.79643119134178e-22,0.274572107126092,0.551,0.34,4.54056532538165e-18,"1","CNTRL"
2.82695884227376e-22,0.292793701332258,0.863,0.728,4.59013307219991e-18,"1","DNM2"
2.91262633834922e-22,0.300094846842511,0.657,0.469,4.72923138557763e-18,"1","SLC38A1"
2.95115869590935e-22,0.28706386819091,0.576,0.367,4.79179637454801e-18,"1","ITGAL"
3.06961867346359e-22,0.286606253700986,0.823,0.663,4.98413984010284e-18,"1","ANKRD13D"
3.16181847152378e-22,0.271496698528444,0.338,0.158,5.13384465221316e-18,"1","NPDC1"
3.18238637144206e-22,0.307716387905728,0.589,0.383,5.16724075131047e-18,"1","PHF19"
3.33514509635438e-22,0.296229632146548,0.76,0.579,5.4152750929506e-18,"1","PPP3CB"
4.31558336137358e-22,0.254770724267578,0.505,0.289,7.00721270386228e-18,"1","ADNP"
4.7542963630498e-22,0.287173256202273,0.709,0.504,7.71955100468396e-18,"1","N4BP2L2"
5.17811817647373e-22,0.297813866648162,0.909,0.839,8.40771048314039e-18,"1","HNRNPUL2"
5.20862627380954e-22,0.256751224325859,0.348,0.165,8.45724648078454e-18,"1","NES"
5.33480740755021e-22,0.385082372318394,0.661,0.47,8.66212678763928e-18,"1","HIST1H2BG"
5.47482900693269e-22,0.266718979160834,0.376,0.19,8.8894798585566e-18,"1","TRAJ34"
5.54856506016603e-22,0.282379789268094,0.737,0.55,9.00920508819158e-18,"1","MAPK14"
6.23133086607003e-22,0.291380656713937,0.646,0.443,1.01178119272379e-17,"1","GLIPR1"
6.54112399492191e-22,0.292333188620915,0.745,0.55,1.06208230305547e-17,"1","SRSF4"
6.77476918359122e-22,0.303374252708525,0.613,0.407,1.10001927233971e-17,"1","TRIB2"
7.68114603073992e-22,0.307800817538916,0.886,0.759,1.24718768101124e-17,"1","PREX1"
8.0011272685951e-22,0.347972359863536,0.727,0.565,1.29914303460179e-17,"1","CRIP2"
9.6016178033001e-22,0.278159722738313,0.488,0.285,1.55901468272184e-17,"1","NUP210"
1.06574039266171e-21,0.27806751031003,0.692,0.495,1.73044267556482e-17,"1","WBP11"
1.22476250635258e-21,0.259254329038351,0.419,0.224,1.98864688156468e-17,"1","TMEM204"
1.2619227356084e-21,0.301924498026513,0.849,0.727,2.04898394580736e-17,"1","CCDC88B"
1.29563703041229e-21,0.274562887956911,0.593,0.383,2.10372584628043e-17,"1","PPAN"
1.40451668083408e-21,0.259287318497807,0.493,0.288,2.28051373467029e-17,"1","SLFN12L"
1.48404317511644e-21,0.272128037183034,0.748,0.544,2.40964090343656e-17,"1","HDAC7"
1.63347704407652e-21,0.316917945870215,0.629,0.455,2.65227667646705e-17,"1","CXCR3"
1.64142625387383e-21,0.290745547611652,0.684,0.491,2.66518380841494e-17,"1","CHKB"
2.09210990228487e-21,0.300782102278618,0.724,0.559,3.39695884833994e-17,"1","RASSF2"
2.31970399580497e-21,0.274675310059583,0.978,0.918,3.76650337798853e-17,"1","SRSF2"
2.38944590786461e-21,0.258097744115487,0.478,0.274,3.87974332059976e-17,"1","PHC3"
2.3985679232697e-21,0.264594390957385,0.437,0.242,3.89455473701302e-17,"1","STK17A"
2.59323021420075e-21,0.276903735982517,0.546,0.34,4.21062789879777e-17,"1","TRIM14"
2.82940894332014e-21,0.287198496093481,0.735,0.563,4.59411130126892e-17,"1","ZZEF1"
2.87836059121135e-21,0.30840977526471,0.886,0.785,4.67359409194987e-17,"1","PNISR"
3.06847157797083e-21,0.283643630002293,0.545,0.342,4.98227730115124e-17,"1","ADA"
3.41606120959522e-21,0.291659884069184,0.864,0.751,5.54665858601976e-17,"1","NUMA1"
3.5793059280365e-21,0.304885159512286,0.806,0.684,5.81171903535287e-17,"1","PRPF8"
3.88045312535979e-21,0.280799316965936,0.687,0.483,6.30069173964669e-17,"1","MAML1"
3.88662307819489e-21,0.287838043770829,0.53,0.331,6.31070989206504e-17,"1","NR2C2"
4.13184683629737e-21,0.279835592787889,0.543,0.339,6.70887970809603e-17,"1","HEG1"
4.30857030984129e-21,0.363891831656035,0.651,0.481,6.9958256120893e-17,"1","TRBJ2-2"
4.38464360882607e-21,0.273705485335891,0.406,0.22,7.11934582765089e-17,"1","TRAJ16"
4.70087057707e-21,0.293529409853534,0.482,0.287,7.63280355598856e-17,"1","CD3G"
4.76507882537533e-21,0.26280442414051,0.535,0.329,7.73705848876192e-17,"1","ZNF266"
5.13308853691707e-21,0.25754590016615,0.44,0.245,8.33459585739225e-17,"1","GZMM"
5.15296631451918e-21,0.27855871617731,0.631,0.423,8.3668714048848e-17,"1","SP3"
5.39891059628286e-21,0.287734445299773,0.614,0.408,8.76621113518448e-17,"1","NKTR"
5.86648173769241e-21,0.274462376899052,0.556,0.352,9.52540639749116e-17,"1","RNF44"
5.89889891922943e-21,0.293084311567197,0.795,0.633,9.57804217515282e-17,"1","ARHGAP25"
5.95761454823722e-21,0.263420831186921,0.447,0.233,9.67337874197278e-17,"1","CLEC3B"
6.4895145991298e-21,0.277486690579139,0.603,0.402,1.0537024854607e-16,"1","MSL2"
6.88216717049118e-21,0.267449887281602,0.591,0.388,1.11745748347265e-16,"1","CRTC3"
7.18308565011028e-21,0.283763216613742,0.675,0.48,1.16631761700841e-16,"1","AHR"
7.37733424101732e-21,0.347831838419866,0.717,0.566,1.19785776071398e-16,"1","CD247"
7.5196319994018e-21,0.302800229966891,0.705,0.509,1.22096264774287e-16,"1","GPSM3"
7.78015583999493e-21,0.277400925863266,0.503,0.299,1.26326390373998e-16,"1","AK1"
8.45399999262629e-21,0.319312785026568,0.997,0.969,1.37267597880273e-16,"1","COTL1"
1.05393971154122e-20,0.297815255002327,0.735,0.55,1.71128190962948e-16,"1","CDKN1B"
1.25152258079821e-20,0.268275965062322,0.644,0.445,2.03209721444205e-16,"1","TIA1"
1.45630675198531e-20,0.271484021139242,0.844,0.684,2.36460527319855e-16,"1","DIDO1"
1.60268690748305e-20,0.392129234371622,0.657,0.469,2.60228273168023e-16,"1","TXNDC5"
1.64288454988223e-20,0.35340453931662,0.695,0.523,2.66755164364378e-16,"1","LTBP4"
1.98074877230562e-20,0.28684796122444,0.927,0.837,3.21614178159263e-16,"1","WDR1"
2.06086432498729e-20,0.27042905295489,0.685,0.48,3.34622540448187e-16,"1","LDB1"
2.13046593822683e-20,0.299925584780838,0.724,0.566,3.4592375438989e-16,"1","DYNLL2"
2.20200288468632e-20,0.282748872815118,0.709,0.523,3.57539208386518e-16,"1","SMARCA2"
2.29426147387883e-20,0.290347619612754,0.614,0.416,3.72519235513706e-16,"1","CD27"
2.31290606958579e-20,0.262870583252836,0.5,0.304,3.75546558518645e-16,"1","CRACR2A"
