"gene","corr_estimate","pvalue"
"DEGS1",-0.146658778302049,1.05285442586744e-97
"MPP7",-0.146349483337409,2.69342018561869e-97
"MRC2",-0.145695795921482,1.94770107070842e-96
"TLCD3A",-0.145254424711755,7.3690030310084e-96
"ABCA8",-0.145233778308983,7.84145126378407e-96
"GJA1",-0.145119271124983,1.10662609166689e-95
"C1orf68",-0.145048076105821,1.37074267807545e-95
"LCE1C",-0.145017516071633,1.50259449642585e-95
"EPN2",-0.144656830877945,4.43543207460573e-95
"EEF2K",-0.144571587252128,5.72610757884239e-95
"ANK3",-0.144531501455087,6.45650997320083e-95
"KRT1",-0.144468390545124,7.79926664605408e-95
"TUFT1",-0.144462587991548,7.93590210880381e-95
"PRDX6",-0.144230438809708,1.5889156968646e-94
"HOMER2",-0.144125536957427,2.17358897892568e-94
"GGT6",-0.144039879381573,2.80681963199267e-94
"CRACR2B",-0.143679852662758,8.20662731057461e-94
"HR",-0.143552502501381,1.19865148296091e-93
"LGALSL",-0.143502083157589,1.39248220978499e-93
"LOX",-0.143318985606161,2.39876977942725e-93
"TSPAN8",-0.142789302669894,1.15219888225484e-92
"CDC42BPG",-0.142504026501839,2.67612248426341e-92
"BDH1",-0.142265718905589,5.40315329270132e-92
"GRHL1",-0.142239237352433,5.8414807636311e-92
"PTPN13",-0.142096359555839,8.89573712866685e-92
"ACADVL",-0.141799528726274,2.12838733329094e-91
"CCNI",-0.141694173282135,2.89952442756743e-91
"KRT8",-0.141594512786367,3.88373386435409e-91
"CCL27",-0.141590681096766,3.92760193853005e-91
"PNPLA2",-0.141358298638347,7.75730084986712e-91
"SYNM",-0.141170383533194,1.34389378517947e-90
"SLC6A9",-0.141140278992249,1.46746412826227e-90
"MELTF",-0.140929966449872,2.71155188799572e-90
"OLFML3",-0.14092504561008,2.75075561698609e-90
"TMEM59",-0.140896607032252,2.98865453002468e-90
"DSG1",-0.140862150835664,3.30454730385886e-90
"LAMA4",-0.140842124251211,3.50323362962569e-90
"GAS6",-0.140589823205662,7.30476398509104e-90
"ZBTB7B",-0.140486091367024,9.87746131623232e-90
"LCE2B",-0.139935946797024,4.87462667320745e-89
"CYB5R3",-0.139828343278923,6.65602369252832e-89
"GPX3",-0.139638022964464,1.15401619615899e-88
"POSTN",-0.139631372404772,1.17640627934834e-88
"GATM",-0.139604486934324,1.27142361611691e-88
"SEPTIN5",-0.139364161046982,2.54405377379184e-88
"ADGRG1",-0.139277469346565,3.26631482033861e-88
"DEFB1",-0.139212717075511,3.93620430922143e-88
"ADIPOQ",-0.139114317786957,5.22543634653878e-88
"RNF227",-0.138963886388639,8.05485816763703e-88
"ATP6V1C2",-0.138961936856935,8.10013179305646e-88
"TAGLN",-0.138931979470506,8.82861279498106e-88
"ANKRD35",-0.138784730001085,1.34773729805356e-87
"APCDD1",-0.138704992065079,1.69435556384908e-87
"KRT80",-0.138558622929155,2.57816606977145e-87
"NTN4",-0.138178692310512,7.64882965724185e-87
"SERPINB5",-0.138075529357663,1.02707778140242e-86
"SH3RF2",-0.138038730087855,1.1408834807077e-86
"THBS2",-0.137961721397697,1.42136539422128e-86
"ALS2CL",-0.137931627660812,1.54880491310165e-86
"AMOTL2",-0.13770360704133,2.96672787081732e-86
"TMEM134",-0.137619212360489,3.77253067221214e-86
"PADI2",-0.137400327815968,7.03036921545888e-86
"DSC3",-0.137081440574959,1.73796703479614e-85
"IL37",-0.137080498317627,1.74261549607266e-85
"CST6",-0.137042021728397,1.94340826323988e-85
"DEGS2",-0.13698000053546,2.31675260236824e-85
"CD151",-0.136941819361363,2.58132653622619e-85
"CAPNS2",-0.136712946794593,4.9325937843704e-85
"TFAP2C",-0.136546905939815,7.88492821581927e-85
"TM4SF1",-0.136471603628975,9.75225366646967e-85
"LYVE1",-0.136137923039865,2.49749909338547e-84
"ADAM33",-0.135822899357079,6.05513361631627e-84
"DHRS3",-0.135811757761745,6.24755192200412e-84
"BCAM",-0.135776320346379,6.90104515950757e-84
"DAAM1",-0.135773171895104,6.96230222284468e-84
"PKP1",-0.135720606206666,8.06895960339546e-84
"DLX3",-0.135663514319118,9.47042625741251e-84
"GP1BB",-0.135594838732714,1.14813588533006e-83
"NCALD",-0.135442271951362,1.76040229101152e-83
"ECM2",-0.135416574856258,1.89171096154287e-83
"TPD52L1",-0.135343637851552,2.32005987220057e-83
"POU2F3",-0.135090807749784,4.70322996951494e-83
"CFH",-0.134501716621933,2.42753716266087e-82
"ATL2",-0.13449591778308,2.46698330292917e-82
"LIPE",-0.13442644799378,2.99230262141784e-82
"CYB5A",-0.134420886825862,3.03889050486225e-82
"H1F0",-0.134398315281519,3.23552411331843e-82
"PLAAT3",-0.133766286624681,1.86418570931319e-81
"C1orf115",-0.13344594349849,4.51397332909395e-81
"EMP2",-0.133401875598006,5.0970530819377e-81
"NFIC",-0.133357254105844,5.76399782929294e-81
"TMEM37",-0.133169487160924,9.66603702443392e-81
"PLA2G4F",-0.13316731632685,9.72394176877715e-81
"PARD6G",-0.133167141045256,9.72863228794629e-81
"GNAI1",-0.133022799757654,1.44685459454561e-80
"TXNIP",-0.132821283112543,2.5162563288386e-80
"NRBP2",-0.132741306580855,3.1335116882324e-80
"TNS2",-0.132578021126669,4.90196834176528e-80
"MAF",-0.132537358161494,5.47934250082495e-80
"KLF8",-0.132468666169839,6.61279204382925e-80
"ZNF750",-0.132446341404189,7.0293255123821e-80
"LIMS2",-0.132372791644777,8.59569785895715e-80
"PM20D1",-0.132330649088156,9.64536027430439e-80
"ATP6V0A4",-0.132156796238003,1.55083805147505e-79
"GPAM",-0.131855561216552,3.5259118163634e-79
"CRCT1",-0.131853957002564,3.54134973936108e-79
"RBPMS",-0.131811517932242,3.97516080803502e-79
"TMEM43",-0.131732202794433,4.93291232454295e-79
"MLPH",-0.131716972633889,5.14160194385497e-79
"NDFIP2",-0.131572090323014,7.62387337556699e-79
"PLAC9",-0.131554948640406,7.98736941521576e-79
"SLC38A2",-0.131530383235537,8.5386167986697e-79
"CELSR2",-0.13145298751604,1.05357933635788e-78
"SULT2B1",-0.131037979685258,3.24473946264596e-78
"KLK5",-0.130989324346879,3.70125239443707e-78
"GRHL2",-0.130798931938878,6.19220360482623e-78
"KCTD15",-0.130795192305997,6.25506363219097e-78
"NEBL",-0.130699995449979,8.08820250372399e-78
"PGLYRP3",-0.130482635223092,1.45344271188018e-77
"PMP22",-0.130443637266357,1.61443835269138e-77
"ASPH",-0.130402367327094,1.80421261432903e-77
"ARHGAP23",-0.130387615327508,1.87731324002648e-77
"FBLN5",-0.130115023251088,3.90758471130424e-77
"CTNNBIP1",-0.130090763240358,4.17070492543851e-77
"KIAA1671",-0.130041766065584,4.75720286434473e-77
"NIPAL1",-0.129487788194875,2.09835844033495e-76
"INAVA",-0.129134295108151,5.39105832352567e-76
"HSPB1",-0.129095557389534,5.97738911924192e-76
"SYNGR1",-0.129004042887364,7.62748399764159e-76
"SYNPO2",-0.129002771204764,7.65335616335043e-76
"LCE1B",-0.128979597006081,8.14045703062047e-76
"SOSTDC1",-0.128943573577676,8.95970454875778e-76
"TINAGL1",-0.128943276319985,8.96679588701299e-76
"GNG12",-0.128791996676096,1.34089021458528e-75
"VGLL4",-0.128738168759573,1.54711838186742e-75
"CLEC2A",-0.128719979493595,1.62372428712425e-75
"SLC40A1",-0.12848871669639,2.99987085006196e-75
"MATN2",-0.128450358226609,3.32103148709706e-75
"RHOV",-0.128336256349522,4.49348341380137e-75
"EXOC6B",-0.12812820197875,7.79303404787505e-75
"SH3GLB2",-0.127964473061097,1.20117169263313e-74
"DPT",-0.127915264154081,1.36782316201995e-74
"PLLP",-0.127877663551712,1.51052964851889e-74
"TMEM159",-0.127829907919832,1.7133649841693e-74
"ACACB",-0.127816036303018,1.77721797925449e-74
"KIFC2",-0.127534632975856,3.73012584162914e-74
"PCOLCE",-0.127233731089159,8.22640774885182e-74
"EFNA1",-0.127062904752941,1.28778045514014e-73
"TMEM154",-0.127052081312117,1.32484328985493e-73
"DAPL1",-0.126976708540061,1.61416480101767e-73
"AQP7",-0.126914035001856,1.90212111524425e-73
"WNT7B",-0.126687587256733,3.43968161499196e-73
"LPL",-0.126677974073454,3.52719839998838e-73
"EGR3",-0.126649815615929,3.79653003988044e-73
"SEMA3F",-0.126622787455485,4.07431086315359e-73
"TRIM7",-0.126612678931357,4.18332884131958e-73
"COL12A1",-0.126558451136423,4.81976545256277e-73
"RBP4",-0.126440702651734,6.55360664343946e-73
"TRIM2",-0.126388280547582,7.51369952577344e-73
"TMEM45A",-0.126195544426618,1.24145265967511e-72
"POU3F1",-0.126153268148159,1.38585914220798e-72
"PODN",-0.126091442721031,1.62770878758306e-72
"PYGB",-0.12564066981746,5.24627141733496e-72
"LRRC26",-0.125444486201983,8.7191979413583e-72
"RAB25",-0.125426708009098,9.12960959066155e-72
"IL17RC",-0.125205556824346,1.61694806719953e-71
"SELENBP1",-0.125162434754297,1.8073762429847e-71
"PPARGC1A",-0.125096342304004,2.14350475121542e-71
"CLIC3",-0.124999505359438,2.7516047102125e-71
"PATJ",-0.124825829917907,4.30421873128686e-71
"GNA11",-0.124814432070771,4.43237575779449e-71
"PLEKHN1",-0.12475263683471,5.19636758103319e-71
"PPP1R12B",-0.124510031663635,9.69393276584788e-71
"SNX21",-0.124447537246814,1.138072230325e-70
"RNASE4",-0.124360731540186,1.42194496504206e-70
"MAMDC2",-0.124311437848198,1.61350992240043e-70
"FLNB",-0.12418191272488,2.24849750877325e-70
"PTPN3",-0.124117328627824,2.65275219043742e-70
"IGFBP6",-0.124069840238612,2.99550194509471e-70
"PTOV1",-0.124005009967555,3.53574396689899e-70
"ARHGEF37",-0.123950801507117,4.06129056996768e-70
"LCE1D",-0.123932193946951,4.2590850131557e-70
"PLAGL1",-0.123923646354521,4.35313449844899e-70
"FGFR1",-0.123916769692433,4.43029906550199e-70
"ZNF185",-0.1238808993014,4.85546689281494e-70
"PTGER3",-0.123877583000658,4.89677121836153e-70
"TFAP2A",-0.123581797286091,1.04141284956135e-69
"C3orf52",-0.123473641253528,1.37168061884278e-69
"LCE1A",-0.123403478875591,1.63983957479388e-69
"LDB1",-0.123257736608232,2.37542634288564e-69
"ZBTB7C",-0.123206252472289,2.70737164479836e-69
"ECHDC2",-0.123091449912822,3.62351947784539e-69
"SCNN1A",-0.123049928704295,4.0260821645179e-69
"RNF141",-0.12304247642405,4.10291570461418e-69
"STARD10",-0.122964279178671,5.00275824501464e-69
"WNK2",-0.122926230403788,5.50923784403006e-69
"HMGCS2",-0.122918162176967,5.62303617951728e-69
"RORA",-0.122898011981286,5.91758140180669e-69
"CDSN",-0.122746845638069,8.67700019106287e-69
"TPD52",-0.122691356251017,9.98468143188598e-69
"MFSD2A",-0.122578725196968,1.32736980337418e-68
"SPINT2",-0.122496120555284,1.63534620361443e-68
"PKD1",-0.122403967507232,2.06361332180093e-68
"LPIN3",-0.122377428528605,2.2065107213459e-68
"LAMB4",-0.12234863354168,2.37272976655527e-68
"MTURN",-0.122334476940929,2.45896719370019e-68
"SDC4",-0.122326242023917,2.51056145129527e-68
"PITPNM3",-0.122243521346611,3.09260483428373e-68
"NOL3",-0.122231098874715,3.19093370413814e-68
"FMO5",-0.122195869126745,3.48706796987143e-68
"CSTA",-0.122154077344186,3.87406942773007e-68
"S100A1",-0.122149527409234,3.91870546440938e-68
"SOX10",-0.122115757214055,4.26641826339533e-68
"LMOD1",-0.122109222421336,4.33717237875331e-68
"EFS",-0.12202433893017,5.36980112375634e-68
"AJUBA",-0.121956668158445,6.36581798431862e-68
"GFRA1",-0.121835334632677,8.63464571574419e-68
"CLDN5",-0.1217912168499,9.64604301213328e-68
"CERS3",-0.121746601180852,1.0788935816411e-67
"PPP1R14C",-0.121734583814264,1.11192110429244e-67
"IDE",-0.121733631910144,1.1145799073476e-67
"TSKU",-0.121539899460578,1.81149784626851e-67
"KRT78",-0.12152529903404,1.87897124993147e-67
"FLG",-0.121391999522855,2.62320823992288e-67
"LONRF1",-0.121365197923468,2.80510863468167e-67
"BMP7",-0.121349915674624,2.91440015184508e-67
"DOK4",-0.121316894963746,3.16525565862238e-67
"SERPINB12",-0.12127702676916,3.49696499296231e-67
"LGALS7",-0.121192563421442,4.31856989350879e-67
"EZR",-0.121111306653479,5.28990165752609e-67
"RETSAT",-0.121072136619122,5.83308786100124e-67
"CTSF",-0.120987845585163,7.19783904232972e-67
"BOK",-0.12098729263851,7.2077690885609e-67
"ABLIM1",-0.120896982426178,9.02717319032297e-67
"FAM83B",-0.120766038770003,1.25069470220348e-66
"TCHH",-0.120634718520198,1.73380575685827e-66
"KLK8",-0.120544794129081,2.16792200067216e-66
"CPEB2",-0.120435991526631,2.84027641556849e-66
"EPB41L4B",-0.120416577882957,2.98045161562938e-66
"KCTD1",-0.120259330094968,4.40165414238409e-66
"PLEKHH1",-0.120217447857595,4.88291379034013e-66
"IRX3",-0.120204337845184,5.04407412121406e-66
"KIAA1324",-0.120023823009514,7.88498452534554e-66
"LLGL2",-0.119924262297105,1.00851476185758e-65
"PLS3",-0.119883614578381,1.11504587632021e-65
"TGM3",-0.119791335865396,1.40036553451865e-65
"COL17A1",-0.119787289993386,1.41441854255017e-65
"RARG",-0.119752725493314,1.5403501422803e-65
"AADACL2",-0.119650249926496,1.98323667713798e-65
"SH3D19",-0.119647491775189,1.99676658026622e-65
"MMP28",-0.119550627803401,2.53502016494146e-65
"HSD11B2",-0.119485530286774,2.9757335719321e-65
"SOX21",-0.11938746992141,3.78776158756682e-65
"CAT",-0.119299240027168,4.70534099678465e-65
"EPB41L1",-0.119170959614711,6.44817742461805e-65
"UBC",-0.119144500354897,6.88088409732889e-65
"TM7SF2",-0.119122407471111,7.2642664661533e-65
