"gene","corr_estimate","pvalue"
"NIN",0.109277015082035,8.16242018081695e-55
"SFMBT2",0.109242748611905,8.81576066588438e-55
"LGALS1",0.109142746780068,1.1035479899522e-54
"ENTPD4",0.109140065244792,1.11021033673061e-54
"XBP1",0.10894863427052,1.70549101104306e-54
"FCGRT",0.108868593899024,2.04035701089217e-54
"SSR1",0.108832018022986,2.2144446892932e-54
"CTC1",0.108740137004395,2.71980040556679e-54
"HIST1H4E",0.108589987199834,3.80415956979304e-54
"MAPRE1",0.108487989790199,4.77673835098284e-54
"UQCRB",0.10838853795643,5.96273803418914e-54
"RAPGEF6",0.108271099630498,7.74575123631412e-54
"SYMPK",0.108200278908059,9.06817447175172e-54
"NADK",0.108108499589643,1.11216033920224e-53
"IFI44L",0.108088181722606,1.16354085860645e-53
"UBE2Q1",0.108042155496356,1.28884317744415e-53
"DNASE2",0.107934295996014,1.63763300107132e-53
"KCTD17",0.107808932538103,2.16262312058336e-53
"SUPT16H",0.107779615072574,2.30782133352595e-53
"KIF21B",0.107713548138481,2.67159386852608e-53
"CD79A",0.107346839333828,6.01022707937114e-53
"PPP1R15A",0.107264343843121,7.21002241776465e-53
"HMOX1",0.107178603894311,8.71015279302046e-53
"CYB561A3",0.107173993790375,8.79908864238905e-53
"SMARCA5",0.107161401294868,9.04665161182134e-53
"GNB1",0.106772628724017,2.12720923577709e-52
"DDX54",0.106724711716763,2.36309757630814e-52
"LAT2",0.106297865148162,6.01737220204701e-52
"XCR1",0.106276110424672,6.3103162518278e-52
"CHMP7",0.106259085948601,6.5494313535401e-52
"RGS14",0.106254433035347,6.61633863964915e-52
"CRELD2",0.106001091603509,1.14990517123322e-51
"INF2",0.105970025141557,1.2304328104098e-51
"EBI3",0.105820897684286,1.70233274848024e-51
"SLC39A11",0.105766365128518,1.91668079652317e-51
"FSCN1",0.105485040601108,3.53044753120926e-51
"NDUFA2",0.105329022125618,4.95041232193747e-51
"JAK1",0.105294837299494,5.33064160212268e-51
"LSM7",0.105268806188318,5.63955670485758e-51
"SLC39A1",0.105157548431127,7.17368124253821e-51
"MAP2K3",0.105039175548905,9.2640091348506e-51
"PNRC2",0.10491903179931,1.20057046981293e-50
"ARMH1",0.104917008936127,1.20581920713831e-50
"G6PD",0.104802628644031,1.54293067671905e-50
"ERO1A",0.104692539275636,1.95561064342965e-50
"LIMD1",0.104592121340085,2.42705581209198e-50
"ZNF366",0.104539931537172,2.71514275113891e-50
"RHOH",0.104485536651281,3.05166975795034e-50
"FASLG",0.104305608324073,4.48953758623842e-50
"TCERG1",0.104297682789517,4.56646564997847e-50
"IFNGR2",0.104225280869036,5.33284880695455e-50
"RNF114",0.104161612097162,6.11183873137075e-50
"ARPC5",0.104098440375943,6.9965833706116e-50
"DDX3X",0.104079232531789,7.29006395972052e-50
"PRAM1",0.103974844208262,9.11289766057781e-50
"KCNA3",0.103934651288988,9.93000755431322e-50
"ATP2A2",0.103843494850363,1.20635506574443e-49
"CLN3",0.103837115310586,1.22289120486387e-49
"LMAN2",0.10382987719827,1.24192618912109e-49
"CDKN1B",0.103718061122919,1.57638332507467e-49
"TRERF1",0.103639674841154,1.86293294277627e-49
"POLG",0.103572428523774,2.14971009467034e-49
"ASCC3",0.103550278639897,2.2534760468733e-49
"TRAJ16",0.103283538674487,3.9723858990795e-49
"CAB39",0.103181589145815,4.93151154292953e-49
"SDF2L1",0.103108251720726,5.76088968957401e-49
"NUP210",0.103067133605674,6.28519667195193e-49
"TOP1",0.102944384306166,8.1500315763686e-49
"EIF3G",0.102907961219064,8.8027010487224e-49
"PIN1",0.102884580326711,9.24881955260459e-49
"PSMA3",0.10275631522729,1.21278142041808e-48
"ATXN7",0.102749182640389,1.23118423127761e-48
"MIF",0.10255443797757,1.85662570368915e-48
"FABP5",0.102412707722798,2.50233227146514e-48
"CCT8",0.102018348103572,5.7286907843114e-48
"U2AF2",0.101991446896523,6.06096580619074e-48
"CCL8",0.101963123121489,6.43155664064227e-48
"AHSA1",0.101826964225704,8.55298717050379e-48
"TMEM163",0.10179951445014,9.05849618772549e-48
"GLA",0.101761076809806,9.81669960062325e-48
"KDM3B",0.101760219048303,9.83432090401442e-48
"B4GALT1",0.101619336938197,1.3200172620887e-47
"LTA",0.101584910912894,1.41837235442583e-47
"FAM20A",0.101421706156326,1.99345390153554e-47
"NIBAN1",0.101384677645404,2.15332597091926e-47
"BCL9L",0.101350182016429,2.31371819937919e-47
"CXCL16",0.101230105016536,2.970531986885e-47
"LBR",0.101227747711702,2.98513122597098e-47
"LEMD2",0.101070467081272,4.1391495467311e-47
"CANX",0.101005237168924,4.73932435077172e-47
"PPT1",0.100941363114747,5.41080932140511e-47
"SYNRG",0.100827549924569,6.85027920579583e-47
"RRM2",0.100794216161009,7.33990919463979e-47
"P2RX4",0.100787206390877,7.44722414128977e-47
"GTPBP4",0.100533656848482,1.25807986651803e-46
"EML4",0.100512318000311,1.31475931942509e-46
"XPO6",0.100365431430652,1.78021360524527e-46
"SCO2",0.100335590644662,1.89316657313992e-46
"TBC1D2B",0.100323163746536,1.94228236934854e-46
"CCDC69",0.100267394519924,2.1787894255755e-46
"GGA3",0.100215542008642,2.4243106602118e-46
"RNF149",0.100141275947336,2.82464621431407e-46
"MKNK1",0.100019435635055,3.62870728772252e-46
